Applicant_ID,Age,Gender,Education,Marital_Status,Employment_Type,Annual_Income,Credit_Score,Loan_Amount_Requested,Loan_Term_Months,Dependents,Property_Area,Approval_Status
LAPP_0785,23,Female,High School,Single,Self-Employed,31636,570,122888,24,2,Rural,Rejected
LAPP_0786,52,Female,Postgraduate,Single,Salaried,93472,699,297728,84,2,Rural,Rejected
LAPP_0787,23,Male,Undergraduate,Married,Salaried,67644,595,268368,36,2,Rural,Rejected
LAPP_0788,47,Male,Undergraduate,Single,Salaried,46282,592,31872,36,1,Semi-Urban,Approved
LAPP_0789,49,Female,Graduate,Single,Salaried,84317,689,123029,84,0,Rural,Approved
LAPP_0790,52,Male,Undergraduate,Married,Self-Employed,52951,631,163852,60,0,Semi-Urban,Approved
LAPP_0791,39,Female,Postgraduate,Married,Salaried,85364,565,318226,60,2,Semi-Urban,Rejected
LAPP_0792,41,Female,Undergraduate,Single,Self-Employed,79747,636,47903,24,1,Semi-Urban,Approved
LAPP_0793,25,Male,Graduate,Married,Self-Employed,64000,708,32002,84,0,Semi-Urban,Approved
LAPP_0794,38,Female,Graduate,Divorced,Business Owner,91654,693,128026,60,1,Semi-Urban,Approved
LAPP_0795,48,Female,Graduate,Divorced,Unemployed,17938,703,62509,36,2,Semi-Urban,Rejected
LAPP_0796,62,Female,Graduate,Married,Salaried,89332,604,284525,84,0,Urban,Approved
LAPP_0797,42,Female,Graduate,Single,Unemployed,13186,664,22297,24,3,Urban,Rejected
LAPP_0798,41,Female,Graduate,Married,Self-Employed,59344,574,30089,24,0,Semi-Urban,Approved
LAPP_0799,26,Male,Graduate,Single,Self-Employed,59685,522,145719,36,1,Rural,Rejected
LAPP_0800,21,Male,Graduate,Married,Salaried,97882,574,130461,12,1,Semi-Urban,Rejected
LAPP_0801,25,Female,Undergraduate,Single,Business Owner,66070,622,205453,36,0,Urban,Rejected
LAPP_0802,61,Female,Graduate,Married,Salaried,55872,704,115220,24,3,Rural,Rejected
LAPP_0803,32,Male,Graduate,Married,Business Owner,131048,682,376776,24,1,Rural,Rejected
LAPP_0804,46,Male,Graduate,Married,Salaried,45508,604,158508,36,0,Rural,Rejected
LAPP_0805,54,Female,Graduate,Married,Self-Employed,46809,549,111178,36,2,Semi-Urban,Rejected
LAPP_0806,34,Female,Undergraduate,Single,Salaried,50782,658,85102,24,1,Urban,Rejected
LAPP_0807,46,Female,Graduate,Married,Salaried,94931,715,303152,12,3,Urban,Rejected
LAPP_0808,47,Female,Postgraduate,Single,Salaried,124486,688,177785,36,1,Semi-Urban,Rejected
LAPP_0809,29,Male,High School,Single,Salaried,29328,517,106176,60,0,Urban,Rejected
LAPP_0810,46,Male,Undergraduate,Single,Salaried,65708,684,49280,60,0,Urban,Approved
LAPP_0811,42,Female,Undergraduate,Single,Salaried,57294,705,196182,12,2,Rural,Rejected
LAPP_0812,50,Male,Postgraduate,Divorced,Self-Employed,150843,795,123758,36,1,Semi-Urban,Approved
LAPP_0813,63,Male,Undergraduate,Married,Business Owner,89139,626,62083,24,3,Urban,Rejected
LAPP_0814,37,Male,Graduate,Married,Self-Employed,80623,661,142815,36,2,Urban,Rejected
LAPP_0815,46,Female,Graduate,Single,Salaried,59404,586,228582,84,3,Semi-Urban,Rejected
LAPP_0816,56,Female,Postgraduate,Single,Salaried,129624,614,500000,36,3,Urban,Rejected
LAPP_0817,21,Male,Graduate,Divorced,Salaried,65198,719,78710,36,1,Semi-Urban,Approved
LAPP_0818,28,Male,Graduate,Married,Business Owner,109673,683,111891,24,0,Urban,Rejected
LAPP_0819,55,Female,Undergraduate,Married,Business Owner,79196,734,137431,84,0,Rural,Approved
LAPP_0820,35,Female,Postgraduate,Married,Salaried,103757,559,174291,36,0,Rural,Rejected
LAPP_0821,42,Male,Graduate,Single,Salaried,98711,667,311786,36,1,Semi-Urban,Rejected
LAPP_0822,34,Male,Undergraduate,Single,Business Owner,63275,653,129966,36,0,Semi-Urban,Approved
LAPP_0823,46,Male,Graduate,Married,Business Owner,153728,628,496478,24,0,Urban,Rejected
LAPP_0824,48,Female,Undergraduate,Married,Business Owner,81665,744,254835,60,0,Semi-Urban,Approved
LAPP_0825,43,Male,Graduate,Single,Business Owner,129671,651,327300,12,0,Semi-Urban,Rejected
LAPP_0826,34,Male,Graduate,Single,Salaried,52691,642,180060,36,0,Semi-Urban,Rejected
LAPP_0827,44,Female,Postgraduate,Married,Salaried,96582,608,114427,36,0,Urban,Approved
LAPP_0828,22,Female,Undergraduate,Single,Salaried,56608,519,60363,24,1,Urban,Rejected
LAPP_0829,46,Male,Undergraduate,Single,Salaried,80794,701,252665,24,0,Urban,Rejected
LAPP_0830,34,Female,Graduate,Single,Salaried,58270,640,79060,36,2,Semi-Urban,Approved
LAPP_0831,27,Male,Graduate,Single,Salaried,115743,663,59003,36,0,Semi-Urban,Approved
LAPP_0832,23,Female,Undergraduate,Married,Salaried,50119,580,185032,24,2,Semi-Urban,Rejected
LAPP_0833,43,Male,Graduate,Married,Salaried,59822,646,160339,12,1,Semi-Urban,Rejected
LAPP_0834,63,Female,Graduate,Single,Salaried,75108,736,154518,60,1,Urban,Approved
LAPP_0835,38,Male,Graduate,Married,Salaried,89400,590,271782,60,1,Rural,Rejected
LAPP_0836,58,Female,Undergraduate,Single,Salaried,42068,661,70113,60,0,Semi-Urban,Approved
LAPP_0837,55,Female,High School,Single,Business Owner,57772,644,221719,36,0,Urban,Rejected
LAPP_0838,35,Female,High School,Single,Business Owner,40340,589,29858,36,2,Semi-Urban,Approved
LAPP_0839,45,Female,Undergraduate,Married,Salaried,38868,493,106627,24,3,Semi-Urban,Rejected
LAPP_0840,57,Female,Graduate,Married,Salaried,102211,660,329171,24,3,Urban,Rejected
LAPP_0841,48,Male,Graduate,Single,Salaried,88432,691,189416,60,1,Semi-Urban,Rejected
LAPP_0842,30,Male,Postgraduate,Married,Self-Employed,68887,640,216469,60,1,Rural,Rejected
LAPP_0843,59,Female,Graduate,Single,Salaried,113194,569,423819,60,1,Urban,Rejected
LAPP_0844,37,Male,High School,Single,Salaried,19646,678,60980,36,1,Semi-Urban,Rejected
LAPP_0845,59,Female,Graduate,Married,Business Owner,113822,785,180155,60,2,Urban,Approved
LAPP_0846,42,Female,High School,Single,Salaried,32807,595,80917,84,0,Rural,Rejected
LAPP_0847,46,Male,Postgraduate,Married,Salaried,79435,798,293163,36,3,Urban,Approved
LAPP_0848,64,Female,Postgraduate,Married,Salaried,123838,622,256572,24,0,Urban,Rejected
LAPP_0849,45,Male,Graduate,Divorced,Salaried,114119,570,329341,36,1,Semi-Urban,Rejected
LAPP_0850,37,Female,Graduate,Divorced,Salaried,78277,558,166675,24,3,Urban,Rejected
LAPP_0851,33,Male,Graduate,Single,Business Owner,98264,657,90865,60,3,Urban,Approved
LAPP_0852,40,Male,Graduate,Divorced,Salaried,109268,527,77043,36,1,Urban,Approved
LAPP_0853,45,Female,Graduate,Single,Self-Employed,114938,638,440552,36,0,Urban,Rejected
LAPP_0854,24,Female,Undergraduate,Married,Salaried,70421,819,186185,36,0,Urban,Rejected
LAPP_0855,30,Female,Graduate,Married,Salaried,84308,523,72787,36,0,Rural,Rejected
LAPP_0856,23,Male,Undergraduate,Divorced,Salaried,78861,580,276095,24,2,Rural,Rejected
LAPP_0857,61,Male,Undergraduate,Married,Salaried,39115,549,91115,84,1,Semi-Urban,Approved
LAPP_0858,38,Female,Graduate,Single,Salaried,79712,612,255218,24,1,Semi-Urban,Rejected
LAPP_0859,56,Male,High School,Single,Salaried,32284,589,30464,60,1,Semi-Urban,Approved
LAPP_0860,42,Female,Graduate,Single,Business Owner,145804,632,500000,60,1,Semi-Urban,Rejected
LAPP_0861,54,Female,Graduate,Married,Salaried,93433,642,239830,24,1,Semi-Urban,Rejected
LAPP_0862,28,Female,Undergraduate,Married,Salaried,37769,640,116476,84,3,Semi-Urban,Approved
LAPP_0863,60,Female,Postgraduate,Married,Salaried,91893,753,56039,36,0,Semi-Urban,Approved
LAPP_0864,64,Male,Graduate,Single,Salaried,69743,625,111837,36,2,Semi-Urban,Rejected
LAPP_0865,39,Female,Graduate,Single,Salaried,85942,637,123417,36,0,Semi-Urban,Rejected
LAPP_0866,62,Male,Undergraduate,Single,Salaried,45927,659,175605,36,2,Semi-Urban,Rejected
LAPP_0867,61,Female,Graduate,Single,Salaried,53884,544,61895,24,3,Rural,Rejected
LAPP_0868,57,Male,Undergraduate,Married,Salaried,63857,624,189954,60,0,Semi-Urban,Rejected
LAPP_0869,26,Female,High School,Single,Self-Employed,40903,561,26572,36,0,Rural,Approved
LAPP_0870,46,Female,High School,Single,Salaried,43119,679,51393,24,0,Semi-Urban,Rejected
LAPP_0871,54,Male,Graduate,Married,Salaried,115039,789,193851,60,0,Urban,Approved
LAPP_0872,26,Male,Graduate,Married,Self-Employed,101349,582,332502,60,2,Semi-Urban,Rejected
LAPP_0873,57,Female,Graduate,Single,Unemployed,23135,697,75533,36,0,Semi-Urban,Rejected
LAPP_0874,53,Male,Graduate,Single,Self-Employed,74097,536,284095,12,0,Semi-Urban,Rejected
LAPP_0875,42,Male,Graduate,Married,Salaried,97688,661,362294,36,1,Semi-Urban,Rejected
LAPP_0876,41,Male,Graduate,Single,Self-Employed,83485,654,65560,12,1,Urban,Rejected
LAPP_0877,26,Male,High School,Married,Salaried,40286,492,137155,36,1,Rural,Rejected
LAPP_0878,26,Female,High School,Married,Salaried,29201,531,60712,84,1,Rural,Rejected
LAPP_0879,24,Female,Graduate,Single,Business Owner,125051,586,441505,12,2,Semi-Urban,Rejected
LAPP_0880,50,Male,Graduate,Single,Salaried,57747,534,46919,24,0,Urban,Approved
LAPP_0881,31,Male,Graduate,Single,Unemployed,16775,397,56694,60,1,Rural,Rejected
LAPP_0882,50,Male,Graduate,Married,Self-Employed,85079,629,90077,12,2,Semi-Urban,Rejected
LAPP_0883,51,Male,Undergraduate,Married,Self-Employed,76409,632,127484,12,0,Semi-Urban,Rejected
LAPP_0884,44,Male,Undergraduate,Married,Self-Employed,62416,617,37510,36,2,Semi-Urban,Approved
LAPP_0885,29,Male,Postgraduate,Married,Salaried,87805,683,81926,60,2,Semi-Urban,Approved
LAPP_0886,23,Male,Undergraduate,Married,Salaried,46156,461,95083,60,2,Urban,Rejected
LAPP_0887,51,Female,Undergraduate,Married,Business Owner,104696,631,352216,60,1,Semi-Urban,Rejected
LAPP_0888,60,Male,Undergraduate,Married,Self-Employed,70839,822,227240,36,2,Semi-Urban,Rejected
LAPP_0889,57,Female,Graduate,Married,Business Owner,84074,711,111275,60,2,Semi-Urban,Approved
LAPP_0890,56,Female,Undergraduate,Single,Business Owner,58692,694,60506,12,2,Urban,Rejected
LAPP_0891,44,Female,Undergraduate,Married,Unemployed,6401,515,11921,36,1,Urban,Rejected
LAPP_0892,51,Female,Graduate,Married,Self-Employed,52641,610,189056,36,0,Urban,Rejected
LAPP_0893,26,Male,Graduate,Single,Salaried,85659,466,70239,24,0,Urban,Rejected
LAPP_0894,22,Female,Graduate,Married,Salaried,74921,655,179825,36,0,Urban,Rejected
LAPP_0895,40,Female,High School,Single,Self-Employed,37165,702,30134,36,0,Semi-Urban,Approved
LAPP_0896,48,Male,Graduate,Married,Salaried,80321,537,172348,36,1,Urban,Rejected
LAPP_0897,31,Female,Graduate,Married,Salaried,75911,541,71642,36,3,Urban,Approved
LAPP_0898,24,Female,Graduate,Married,Salaried,75923,615,59309,60,3,Semi-Urban,Approved
LAPP_0899,35,Male,Undergraduate,Married,Business Owner,77120,637,90074,60,2,Urban,Approved
LAPP_0900,26,Male,Graduate,Single,Business Owner,106606,603,148544,24,3,Semi-Urban,Approved
LAPP_0901,50,Male,High School,Divorced,Self-Employed,22906,545,33601,36,3,Semi-Urban,Rejected
LAPP_0902,58,Female,Postgraduate,Married,Salaried,139974,630,386109,24,2,Urban,Rejected
LAPP_0903,22,Female,Undergraduate,Married,Self-Employed,38758,587,26837,24,0,Urban,Approved
LAPP_0904,35,Female,Undergraduate,Single,Self-Employed,76476,667,59867,60,1,Semi-Urban,Approved
LAPP_0905,31,Female,Graduate,Married,Salaried,65767,612,76320,12,1,Urban,Rejected
LAPP_0906,28,Male,Graduate,Single,Salaried,109809,633,390065,24,0,Rural,Rejected
LAPP_0907,46,Male,Postgraduate,Married,Salaried,133441,549,360306,24,2,Semi-Urban,Rejected
LAPP_0908,64,Female,Graduate,Divorced,Salaried,87112,717,266239,60,0,Urban,Approved
LAPP_0909,25,Female,Graduate,Married,Self-Employed,93367,627,167712,12,0,Semi-Urban,Rejected
LAPP_0910,26,Female,Undergraduate,Married,Salaried,47629,570,59358,36,0,Semi-Urban,Rejected
LAPP_0911,46,Male,Graduate,Single,Unemployed,12201,610,7721,12,1,Urban,Rejected
LAPP_0912,24,Male,High School,Single,Salaried,28562,527,63118,60,1,Urban,Approved
LAPP_0913,39,Female,Graduate,Single,Salaried,100173,616,251432,84,2,Semi-Urban,Approved
LAPP_0914,40,Female,Postgraduate,Single,Salaried,82307,641,299557,36,0,Rural,Rejected
LAPP_0915,53,Female,Undergraduate,Single,Salaried,73022,590,261953,60,1,Urban,Rejected
LAPP_0916,40,Female,Postgraduate,Married,Salaried,94645,527,188002,60,2,Semi-Urban,Approved
LAPP_0917,32,Male,Graduate,Single,Salaried,83550,502,165639,60,2,Urban,Rejected
LAPP_0918,21,Female,Undergraduate,Married,Salaried,78127,649,83121,60,0,Semi-Urban,Approved
LAPP_0919,46,Female,Postgraduate,Single,Salaried,123197,664,172607,24,0,Semi-Urban,Rejected
LAPP_0920,34,Female,Undergraduate,Divorced,Self-Employed,63457,613,237317,36,0,Semi-Urban,Rejected
LAPP_0921,58,Female,Graduate,Married,Salaried,96379,576,95764,84,2,Semi-Urban,Approved
LAPP_0922,57,Male,Undergraduate,Married,Salaried,76946,642,299354,36,0,Urban,Rejected
LAPP_0923,31,Male,Undergraduate,Married,Self-Employed,43801,573,99278,84,0,Semi-Urban,Rejected
LAPP_0924,56,Female,Graduate,Married,Salaried,89346,609,187458,36,0,Urban,Rejected
LAPP_0925,33,Male,High School,Divorced,Business Owner,30385,589,33764,36,2,Semi-Urban,Rejected
LAPP_0926,63,Female,Graduate,Married,Business Owner,105461,688,296914,36,1,Rural,Rejected
LAPP_0927,23,Male,Undergraduate,Married,Salaried,59467,728,125443,60,1,Semi-Urban,Approved
LAPP_0928,53,Female,Postgraduate,Single,Business Owner,189418,755,340444,36,1,Urban,Rejected
LAPP_0929,26,Female,Undergraduate,Single,Self-Employed,58890,669,83965,12,0,Semi-Urban,Rejected
LAPP_0930,30,Female,Postgraduate,Single,Business Owner,133592,739,97883,60,0,Semi-Urban,Approved
LAPP_0931,25,Male,High School,Single,Self-Employed,27584,533,63930,84,0,Rural,Approved
LAPP_0932,43,Female,Graduate,Single,Salaried,89952,619,143489,36,0,Semi-Urban,Rejected
LAPP_0933,30,Male,Graduate,Divorced,Business Owner,122801,590,365643,24,2,Semi-Urban,Rejected
LAPP_0934,64,Male,Graduate,Single,Salaried,109954,624,333416,24,1,Semi-Urban,Rejected
LAPP_0935,22,Female,Undergraduate,Single,Salaried,66418,580,110411,84,2,Semi-Urban,Rejected
LAPP_0936,33,Female,Postgraduate,Married,Salaried,134026,614,380891,12,0,Urban,Rejected
LAPP_0937,60,Female,Graduate,Married,Salaried,94239,673,132440,36,0,Urban,Rejected
LAPP_0938,22,Male,Graduate,Single,Salaried,60271,636,183531,24,0,Urban,Rejected
LAPP_0939,40,Male,Graduate,Divorced,Self-Employed,53399,523,29704,24,1,Urban,Rejected
LAPP_0940,21,Male,Postgraduate,Single,Business Owner,178853,663,184331,36,0,Urban,Approved
LAPP_0941,57,Male,Graduate,Divorced,Salaried,86616,628,117583,24,1,Semi-Urban,Rejected
LAPP_0942,29,Male,Graduate,Single,Unemployed,18265,480,58544,60,2,Semi-Urban,Rejected
LAPP_0943,37,Female,Undergraduate,Single,Business Owner,60952,564,44636,36,3,Rural,Approved
LAPP_0944,29,Male,Postgraduate,Single,Salaried,88661,692,102687,36,0,Semi-Urban,Approved
LAPP_0945,31,Female,Undergraduate,Single,Salaried,53465,668,93840,36,0,Rural,Rejected
LAPP_0946,35,Female,Undergraduate,Married,Business Owner,61016,501,32467,84,0,Semi-Urban,Approved
LAPP_0947,44,Female,Graduate,Married,Self-Employed,97401,680,308510,36,2,Urban,Rejected
LAPP_0948,58,Female,Undergraduate,Single,Self-Employed,59701,530,146886,12,0,Semi-Urban,Rejected
LAPP_0949,55,Female,Undergraduate,Married,Self-Employed,57920,601,211545,12,1,Semi-Urban,Rejected
LAPP_0950,50,Male,High School,Divorced,Salaried,29941,600,18222,36,1,Semi-Urban,Approved
LAPP_0951,51,Male,Graduate,Married,Salaried,115322,717,167201,60,0,Rural,Approved
LAPP_0952,25,Male,Graduate,Single,Salaried,49060,588,150093,36,0,Semi-Urban,Rejected
LAPP_0953,64,Female,Graduate,Single,Salaried,58414,566,167240,24,0,Semi-Urban,Rejected
LAPP_0954,34,Female,Graduate,Single,Self-Employed,91796,554,123988,60,0,Rural,Approved
LAPP_0955,31,Male,Postgraduate,Married,Business Owner,167126,695,432005,36,0,Semi-Urban,Rejected
LAPP_0956,29,Female,Graduate,Divorced,Salaried,86094,584,282229,36,1,Urban,Rejected
LAPP_0957,54,Female,Undergraduate,Single,Unemployed,16425,572,10131,24,1,Semi-Urban,Rejected
LAPP_0958,32,Male,Graduate,Married,Salaried,113107,716,340644,24,0,Semi-Urban,Approved
LAPP_0959,55,Female,Graduate,Single,Self-Employed,53622,657,74123,24,1,Semi-Urban,Rejected
LAPP_0960,55,Male,Undergraduate,Married,Self-Employed,74473,752,284299,24,0,Rural,Rejected
LAPP_0961,21,Male,Graduate,Married,Unemployed,18842,506,44915,84,1,Urban,Approved
LAPP_0962,60,Female,Graduate,Married,Self-Employed,96985,610,59825,12,2,Semi-Urban,Rejected
LAPP_0963,42,Male,Undergraduate,Single,Salaried,39462,620,75451,36,2,Rural,Rejected
LAPP_0964,49,Female,Undergraduate,Single,Unemployed,5208,717,20217,36,0,Semi-Urban,Rejected
LAPP_0965,28,Male,Graduate,Single,Self-Employed,66468,559,203146,36,1,Semi-Urban,Rejected
LAPP_0966,31,Male,High School,Married,Salaried,42831,603,66459,60,2,Semi-Urban,Rejected
LAPP_0967,61,Female,Undergraduate,Married,Self-Employed,40000,714,100537,36,0,Semi-Urban,Rejected
LAPP_0968,57,Male,Postgraduate,Divorced,Business Owner,151026,696,392192,84,1,Semi-Urban,Approved
LAPP_0969,34,Male,Graduate,Single,Salaried,106319,717,61847,24,2,Rural,Approved
LAPP_0970,50,Male,Graduate,Divorced,Salaried,50982,758,57401,12,0,Urban,Rejected
LAPP_0971,55,Female,Graduate,Married,Business Owner,154030,714,374480,24,1,Semi-Urban,Rejected
LAPP_0972,41,Male,Graduate,Married,Self-Employed,53948,648,103020,24,1,Urban,Rejected
LAPP_0973,57,Male,Graduate,Single,Salaried,67712,690,78893,36,0,Semi-Urban,Rejected
LAPP_0974,25,Male,High School,Single,Salaried,38906,530,124668,60,0,Semi-Urban,Rejected
LAPP_0975,39,Male,Undergraduate,Married,Salaried,58388,514,129124,24,0,Urban,Rejected
LAPP_0976,34,Female,Graduate,Married,Self-Employed,105011,657,166432,84,0,Semi-Urban,Approved
LAPP_0977,46,Female,Undergraduate,Single,Business Owner,107852,612,114956,36,0,Urban,Approved
LAPP_0978,24,Male,Graduate,Married,Salaried,112346,715,296489,36,0,Semi-Urban,Rejected
LAPP_0979,45,Female,Undergraduate,Single,Salaried,39187,632,110974,24,0,Semi-Urban,Rejected
LAPP_0980,62,Male,Undergraduate,Married,Salaried,33176,691,94338,24,1,Urban,Rejected
LAPP_0981,45,Female,Postgraduate,Married,Self-Employed,152050,600,193256,60,1,Urban,Approved
LAPP_0982,38,Female,High School,Divorced,Salaried,30761,669,79476,24,0,Semi-Urban,Rejected
LAPP_0983,60,Male,Graduate,Married,Salaried,86403,492,317005,60,0,Semi-Urban,Rejected
LAPP_0984,28,Female,Undergraduate,Single,Salaried,61987,533,107619,36,0,Urban,Approved
LAPP_0985,59,Female,High School,Single,Self-Employed,39215,665,48535,60,0,Semi-Urban,Approved
LAPP_0986,60,Male,Postgraduate,Married,Salaried,135420,650,433685,60,0,Urban,Rejected
LAPP_0987,34,Male,Undergraduate,Married,Salaried,41099,574,45993,24,1,Semi-Urban,Rejected
LAPP_0988,52,Male,High School,Single,Business Owner,58497,635,81200,36,0,Semi-Urban,Approved
LAPP_0989,58,Female,Graduate,Married,Salaried,104095,762,88715,12,0,Urban,Rejected
LAPP_0990,53,Female,High School,Married,Salaried,34484,477,49572,36,2,Urban,Rejected
LAPP_0991,43,Female,Graduate,Married,Business Owner,140123,763,271302,12,1,Semi-Urban,Rejected
LAPP_0992,35,Female,Undergraduate,Single,Salaried,42183,695,30563,36,1,Urban,Approved
LAPP_0993,53,Female,Postgraduate,Single,Salaried,138661,646,492382,24,2,Urban,Rejected
LAPP_0994,45,Female,Graduate,Single,Salaried,75153,585,172691,84,0,Semi-Urban,Rejected
LAPP_0995,37,Female,Undergraduate,Married,Self-Employed,33289,591,85165,36,3,Semi-Urban,Rejected
LAPP_0996,53,Male,Graduate,Single,Salaried,68481,584,123231,84,3,Urban,Rejected
LAPP_0997,22,Female,High School,Divorced,Business Owner,61206,630,174095,12,0,Semi-Urban,Rejected
LAPP_0998,34,Female,Postgraduate,Single,Salaried,85318,665,171594,36,2,Semi-Urban,Rejected
LAPP_0999,60,Male,Undergraduate,Single,Salaried,43702,516,138299,36,2,Semi-Urban,Rejected
LAPP_1000,60,Female,Undergraduate,Single,Self-Employed,59399,570,200466,36,3,Semi-Urban,Rejected
LAPP_1001,59,Male,Postgraduate,Single,Unemployed,27536,530,78518,60,1,Rural,Rejected
LAPP_1002,26,Male,Graduate,Divorced,Salaried,85537,642,189864,84,1,Semi-Urban,Approved
LAPP_1003,26,Female,Graduate,Married,Business Owner,98457,696,318798,24,0,Urban,Rejected
LAPP_1004,23,Male,Undergraduate,Married,Salaried,52912,526,117993,84,1,Urban,Rejected
LAPP_1005,27,Male,Graduate,Married,Salaried,63758,672,56762,36,0,Urban,Rejected
LAPP_1006,28,Male,Graduate,Married,Salaried,108735,578,98643,84,0,Urban,Rejected
LAPP_1007,62,Female,Graduate,Married,Self-Employed,53547,682,204551,36,3,Urban,Rejected
LAPP_1008,35,Male,Graduate,Single,Salaried,94101,618,117388,84,0,Semi-Urban,Rejected
LAPP_1009,49,Female,Postgraduate,Married,Salaried,83836,611,281331,60,2,Urban,Approved
LAPP_1010,53,Male,Undergraduate,Single,Salaried,55041,705,75046,24,0,Semi-Urban,Approved
LAPP_1011,50,Female,Undergraduate,Single,Salaried,46320,743,92998,36,0,Semi-Urban,Approved
